iCondition	 nTrial	 nMDReference	 nMDTrial	 cMD	 nMNDReference	 nMNDTrial	 cMND	 nNMDReference	 nNMDTrial	 cNMD	 nNMNDReference	 nNMNDTrial	 cNMND	 modeReference	 modeTrial	 dReference	dTrial	 dVisualDelta	 dEyes
0	100	2000	2000	 #FFFF00	0	0	 #0000FF	0	0	 #0000FF	0	0	 #FFFF00	 combined	 combined	0.2	0.2	0.01	Random(0, 0.063)
